text,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
"No, on the contrary, our signature is worth a great deal. After all, it also appears under what I just quoted from the framework agreement: climate policy must be sustainable, feasible, and implementable. It is that simple. It is up to the Minister to come up with alternative policy. We must then look at that very seriously. We must talk and negotiate about it. Are we going to do that, or are we not? If it turns out that it is not feasible, sustainable, or implementable, then we must indeed ask ourselves very seriously whether we are on the right track. Should we really keep charging ahead by focusing solely on those climate goals every time without looking at feasibility? Should we keep coming up with new climate policy time and again, or should we make room and reconsider? Shouldn't we then ask ourselves whether we are on the right track? The PVV thinks the latter. It is that simple.",1,160,16.56,83.45,36.72,69.4,12.31,18.75,87.5,77.5,65,18.13,9.38,0.63,8.75,0,0,0,8.75,11.25,5,0,13.75,11.25,6.88,9.38,2.5,20,4.38,1.25,10.63,8.75,0.63,1.25,30.63,1.88,18.75,1.88,0.63,5.63,5,3.75,6.25,0,3.13,3.13,0,0,0,0,0,0,0,0,11.25,2.5,0,0,0,0,2.5,8.75,0,0,0,0,0,0,0,0,2.5,0,0.63,1.25,0.63,0,0,0,0,0,0,0,0,0,0,1.88,0,0,0,0,0,0.63,0.63,0,9.38,8.75,1.25,1.88,5.63,1.88,0,0,5.63,0,7.5,3.75,0,0,0,0,0,15.63,5.63,6.25,2.5,0,0.63,0.63,0
"I am glad that Mr. Eerdmans is talking about the root, because the root of the problem is still the influx. So I can drop that one more time as well. Right, it is both-and. I completely agree with you. These people need to return as soon as possible. You ask: where is that first plane taking them back to wherever? I completely agree with you on that. It is already the case that more people are being deported. The number leaving the Netherlands is increasing. I have a list of that. I received it this morning and I was very pleased with that list. On it, you can see that in 2023, 10,690 people left the Netherlands. In 2024, that number was 11,730. And in January 2025, 920 people have already left the Netherlands. So the number is rising. I can also distribute this list, if you would like or are interested in it. So things are definitely happening. As soon as I have legal grounds to return people to their country of origin, I will be the last to refuse. I am at the forefront of doing so. I am also holding intensive talks with the Repatriation and Departure Service. Hard work is being done to achieve this. And it is happening. There are people leaving the Netherlands, including people from safe countries, such as Morocco. Cooperation with Morocco is steadily improving, and Morocco is increasingly willing to take people back. That return process is gaining momentum. So it is not the case that nothing is happening. It is happening. However, the asylum process is being frustrated. By that, I mean that people are stacking procedures. I want to address that. I want to address this, among other things, through asylum legislation. There are people who do not want to cooperate. I want to criminalize all of that. There are people who say on the airplane steps: ""I want asylum."" I intend to tackle all of that, because it frustrates the entire chain. What I want to tell you is: things are definitely happening. It is a combination of factors. I am working on this, but in the meantime, I must ensure that the area around the asylum seeker centers remains liveable in the Netherlands. That is why we have now introduced the stricter approach. Of course, that is not enough. I want more. I would much rather want much more. I would also prefer to simply lock them up in prison. I would like that too. However, the problem is that I am bound. If you want to hear it: we are essentially just entangled in regulations and legislation where we have very little room. I am pushing the boundaries. I am doing my utmost to ensure this is done. That is why I also want to get that package of measures through the Houses as soon as possible.",1,482,16.79,33.04,32.12,48.7,9.84,19.09,90.04,74.9,63.9,18.67,9.34,6.22,0.62,1.45,0,0.62,9.34,14.94,5.81,1.66,12.66,13.28,8.3,6.64,0.83,20.33,4.36,3.73,3.32,1.04,1.24,1.04,23.86,0.62,11.2,1.04,1.24,4.56,1.24,1.66,1.87,0,3.53,2.7,0.83,1.66,1.24,0.41,0,0.41,0,0,8.09,2.49,0.41,0.21,0.21,0.21,1.04,5.6,0,0,0,0.21,0.62,0.62,0,0,1.24,0,0.41,0.83,0,0,0,0,0,0,0,0,0,0,0,0.41,2.07,1.04,0.41,0,0,0.21,0.21,0.21,6.02,9.13,0.83,2.7,5.81,0.21,0.21,0,2.49,1.45,9.13,0.83,0.41,0,0.41,0,0,16.39,10.17,4.56,0.21,0,0,1.45,0
"I will try one more time. It is not on the agenda right now, but the voter wants to know. The voters voted for you. They want to know: is the PVV for or against a Nexit? Your party leader said recently, when my party leader interrupted: well, we are no longer in favor of a Nexit, because it is not feasible anyway. That is what your party leader said. What does it mean, then, that it is no longer feasible? That is something you have to fight for as a party. We are fighting for that.",1,97,21.86,75.19,31.5,82.53,10.78,8.25,94.85,77.32,64.95,20.62,9.28,2.06,2.06,4.12,0,1.03,11.34,18.56,7.22,1.03,12.37,11.34,4.12,6.19,4.12,19.59,5.15,4.12,10.31,6.19,1.03,3.09,35.05,2.06,15.46,3.09,1.03,3.09,4.12,0,5.15,0,8.25,6.19,2.06,0,0,0,0,0,0,0,21.65,10.31,1.03,0,2.06,0,2.06,11.34,0,0,0,0,2.06,2.06,0,0,7.22,4.12,0,3.09,0,0,0,0,0,0,0,0,0,0,0,2.06,2.06,0,0,0,0,0,0,0,8.25,3.09,0,0,3.09,0,0,0,5.15,3.09,11.34,6.19,0,0,0,0,0,17.53,7.22,6.19,2.06,0,0,2.06,0
"No, so it is not three or four years. It is a short period that I think, if the cabinet does not fall, we will all still experience together. That is the short period I am talking about. March 2029 was the final, latest date, making the timeframe March 2027–2029. The tricky part is also that, if Mr. Claassen wants this sooner, it involves a completely different system, because then it has to be recorded, requested, tracked manually, and looked into every single time, whereas with the EHDS, for example, we handle it under the ""provided that,"" where the patient can simply tick what they want. That is my intention with arranging the opt-out later on.",1,117,26.64,10.01,77.17,,19.5,17.09,87.18,72.65,58.12,15.38,5.13,2.56,1.71,0,0,0.85,10.26,20.51,9.4,5.13,6.84,9.4,5.98,7.69,2.56,15.38,7.69,7.69,3.42,2.56,0,0.85,38.46,2.56,18.8,1.71,2.56,2.56,2.56,5.13,6.84,0,0,0,0,0,0,0,0,0,0,0,5.98,3.42,0,1.71,0,0,0.85,3.42,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71,0,0,0,0,0,0,1.71,4.27,4.27,0,0.85,3.42,0.85,0,0,9.4,2.56,7.69,5.13,0,0,0,0,0,21.37,5.98,12.82,0,0,0,2.56,0
"Chair, thank you. Today we are debating the amendment of the Penitentiary Principles Act, in order to limit continued criminal activity by serious criminals while in detention. Currently, within the possibilities of the law and the European Court, a number of options are on the table. For instance, two excellent amendments have passed the House that would make it considerably more difficult for prisoners to continue criminal activity. For instance, audiovisual monitoring of contact between lawyers and prisoners would be introduced. I know that a number of colleagues are concerned about the effectiveness of legal aid and such matters regarding this idea, but as far as the PVV is concerned, an excellent solution was devised for this within the amendments. The conversations would be recorded using audio and video, but—and here is the crucial point—would not be viewed or listened to. In short, in that regard, there are no concerns regarding confidentiality. So what would happen? Well, these conversations would be retained by, for example, the Netherlands Bar Association for a period of five years. Should there be reasonable suspicion within those five years that a legal aid provider is guilty of participating in a criminal organization, the conversations could be listened to after an independent commission or the Bar Association has granted permission for this. This procedure guarantees confidentiality between lawyer and prisoner and provides a certain degree of certainty for society that criminal activity by prisoners cannot be continued through communication via the lawyer: an excellent amendment and an excellent solution. The PVV is therefore disappointed in the Cabinet's stance, which is anticipating what the European Court might think of this matter. In the Cabinet's letter, I read that there is no precedent whatsoever in which the European Court of Justice has ruled on whether or not to permit the recording of conversations between prisoners and their lawyers. Furthermore, we are not talking about regular prisoners, but about prisoners who have been placed in a highly exceptional regime due to the threat posed by them and their criminal organizations. This is therefore a very specific case, in which it is to be expected that the European Court, should it come to that at all—for one must first go to court for this—will take exceptional circumstances into account and will weigh the consequences for national security and public order very heavily in deciding whether or not audiovisual recordings are permitted. This applies especially when, in principle, these recordings are not viewed or listened to as long as there is no reasonable suspicion. My question to the Cabinet is therefore: why are you so afraid of the European Court? Why is the Cabinet disregarding the democratic decision-making of the House of Representatives in this matter? This is happening under the guise of the supposed rights of convicted criminals that could stem from a possible ruling by a court that assesses everything on an individual basis and, moreover, has never ruled on such a case. Can you explain that? Mr. Chairman, thank you.",1,506,76.31,24.25,33.74,13.83,23,30.04,87.15,70.55,56.92,9.29,2.57,0.59,0.4,0.79,0,0.59,6.72,17.19,9.49,0.99,15.81,10.08,4.74,6.32,1.98,14.43,8.3,3.16,8.7,0.99,1.78,5.93,24.9,1.19,14.82,3.36,2.17,2.57,2.17,0.4,4.55,0,5.34,2.17,2.77,2.17,0.79,0.99,0.2,0,0.2,0,9.09,6.13,0.79,1.19,0.2,1.78,2.17,2.96,0,0,0,0.2,2.17,1.19,0.99,0,2.57,0,0.2,2.17,0.2,0.2,0,0,0,0,0,0,0,0,0,0.4,0,0.2,0,0,0,0,0.59,0,2.96,7.91,0.2,0.59,6.13,0,1.19,0.2,3.16,1.98,5.53,0.79,0,0,0,0,0,10.67,3.75,5.14,0.79,0,0.4,0.59,0
"However, it is difficult to report on everything they do, because we have 98 general hospitals. So I find that a difficult task. But I have already promised to convey this to you, and I will do so. I promised you that. Then, just a brief word about Zuyderland. I had a very good conversation there. Staff shortages are significant there right now. But I am very pleased that the hospital has pledged that, should the staffing situation change due to, among other things, the changing healthcare landscape, it is prepared to shape the hospital—including the intensive care unit, emergency departments, and operating rooms—at least regarding land acquisition and signing up for the architectural plans. And during that conversation, the insurer pledged to be willing to pick up the bill of around 200 million euros. I thought that was very nice. Suppose you have enough patients in the region for two hospitals at two locations, two emergency departments, two intensive care units, and two sets of operating rooms. The difficult part is that the hospital still runs into trouble if there are staff shortages, because then the hospital simply doesn't have the personnel. So I find it very regrettable, but I will do everything I can to help the hospital cope with the staffing problems.",1,217,42.96,25.2,62.1,15.11,16.69,27.19,93.09,68.2,59.45,13.36,6.91,4.61,0.46,1.38,0,0.46,6.45,16.13,8.29,3.69,11.52,8.76,8.29,7.83,0.46,12.9,5.07,4.61,2.3,1.84,0.46,0,23.5,0.92,15.21,2.3,1.84,1.38,0.92,1.38,3.23,0,4.15,1.84,2.3,1.38,0.92,0.46,0,0,0.46,0,8.29,4.61,0.46,0.46,0,0,1.84,3.69,0,0,0,0,0,0,0,0,5.99,0,0.92,4.61,0.46,0,6.45,6.45,4.61,0,0.46,0,0,0,0,0.92,0,0.46,0.92,0.46,0,0,0.46,0,4.61,7.83,0,0.92,5.99,0,0,0,4.15,2.76,5.07,3.23,0,0,0,0,0,13.82,5.99,7.37,0,0,0.46,0,0
"I don't have to do anything at all. I don't have to do anything at all, and certainly not if Ms. Yeşilgöz says so. Then not only do I not have to; then I won't do it either. But apart from that, I have indicated that we, as the PVV, do not support the boots on the ground. It is as simple as that. However, if a contribution can be made by the Netherlands later on, if it does make sense if a mission is launched and the Prime Minister were asked to provide equipment or extra funds, then of course we will do so. That Dutch person, Ms. Yeşilgöz, doesn't understand any of this at all. You say you support it, but you are simply talking right over it. That Dutch person sees 30,000 Ukrainians here in the Netherlands, who often drive expensive cars and go back to their own country on vacation. My mailbox is full of emails from people saying: they are going back to their own country! These are young people, often in their twenties or thirties, who are not going back to their own country to defend them. They are often evading conscription in their own country. Then we send our people there to let them die; I don't think so!",1,216,9.58,37.4,92.16,33.13,16.62,14.35,94.91,75,63.89,18.06,11.57,3.24,1.85,1.39,0,4.17,6.48,13.43,3.7,1.39,12.96,11.57,5.56,10.65,4.63,19.91,3.7,3.24,4.63,1.85,0,2.78,25,1.39,15.28,1.39,0.93,0.46,5.56,1.85,7.41,0,1.85,1.39,0.46,0,0,0,0,0,0,0,18.06,5.56,1.39,0.93,0,0,2.78,11.57,0,0,0.93,0,2.78,0.93,0.93,0.93,1.85,0.46,0.46,0,0.93,0,0.46,0,0,0,0,0,0,0,0.46,0.93,0,0,1.85,0.93,0,0,0.46,0,7.87,11.11,0.46,2.78,7.41,0.46,0,0.46,4.17,1.39,8.8,3.24,0,0,0,0,0,17.13,6.02,6.48,0,0.93,2.31,1.39,0
"No, 13 million has been allocated to VluchtelingenWerk. That is the case and it will be spent. Naturally, we fully support that. I would like to discuss the additional amount further. So, it does indeed seem unwise to simply stop it if no good alternatives exist. I have indicated this as well, but it is also not wise to immediately reverse that decision without having had the chance to discuss it further at all. So, I want to wait for that, and then we will make our decision on the matter.",1,91,4.85,14.02,38.31,97.66,13,18.68,93.41,80.22,68.13,17.58,6.59,3.3,3.3,0,0,0,10.99,15.38,4.4,2.2,12.09,13.19,10.99,9.89,3.3,19.78,4.4,4.4,3.3,3.3,0,0,35.16,3.3,19.78,4.4,1.1,3.3,3.3,3.3,5.49,0,6.59,6.59,0,3.3,3.3,0,0,0,0,0,6.59,3.3,1.1,0,0,0,2.2,3.3,0,0,0,0,0,0,0,0,1.1,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0,0,1.1,0,0,1.1,0,0,0,0,6.59,3.3,1.1,0,2.2,0,0,0,4.4,3.3,4.4,2.2,0,0,0,0,0,14.29,7.69,6.59,0,0,0,0,0
"That was not ""just now."" That was a few hours ago. I have a question. I hear the honorable representative speaker of the PVV delivering a speech that I recognize. The Netherlands has changed very seriously. Immigration has disfigured our country. It is a very big problem. We no longer recognize the streetscape. We no longer feel at home. Immigration must stop. That is evident. Immigration from Africa and the Middle East must stop. But why is your party not in favor of promoting remigration? Because surely that is actually what you need? Surely that is what you should introduce? Just as people were welcomed here in an attractive way during the decades of mass immigration, through subsidized housing, through all kinds of subsidies, through an entire system of family reunification and you name it, surely you can also encourage people to return to their countries of origin? Why are you not in favor of that?",1,156,32.8,76.24,57.98,86.25,9.18,23.08,92.31,71.79,61.54,15.38,8.33,1.92,1.92,3.85,0,0.64,7.05,16.67,7.69,0,12.18,10.26,9.62,3.85,3.21,14.1,5.77,4.49,5.77,4.49,1.28,0,31.41,3.21,17.31,3.21,3.21,3.21,0.64,3.21,3.21,0,4.49,4.49,0,0,0,0,0,0,0,0,15.38,5.77,1.92,0.64,0,0.64,1.28,8.97,0.64,0,0,0,2.56,2.56,0,0,3.85,0.64,1.28,0.64,1.28,0,0,0,0,0,0,0,0,0,0,1.92,0,0.64,0,0,0,0,0,0,10.26,8.97,0,0.64,7.69,0,0.64,0.64,5.77,3.21,7.05,0,0,0,0,0,0,14.74,7.69,2.56,3.21,0,0,1.28,0
"The motion regarding document no. 110 has been advised against. A patent is property and independent of policy preferences. You ask me to set conditions for the provision of public funding, but this is already happening. The further development of these principles and the toolkit is taking place under the direction of the Universities of the Netherlands and the Dutch Federation of University Medical Centres and is therefore widely supported. It has been promised that you will be informed about this in writing, which will already happen in October via a status update letter.",1,94,75.53,28.37,64.81,35.29,15.67,31.91,85.11,68.09,57.45,9.57,3.19,1.06,0,2.13,0,0,6.38,15.96,10.64,1.06,14.89,11.7,5.32,5.32,1.06,19.15,3.19,0,0,0,0,0,25.53,1.06,8.51,3.19,0,1.06,0,1.06,4.26,0,1.06,1.06,0,0,0,0,0,0,0,0,9.57,7.45,2.13,1.06,0,0,4.26,2.13,0,0,0,0,2.13,1.06,1.06,0,3.19,0,0,2.13,1.06,0,2.13,2.13,0,1.06,0,0,0,0,0,0,0,1.06,0,0,0,0,0,0,2.13,8.51,0,1.06,7.45,0,0,0,4.26,6.38,6.38,2.13,0,0,0,0,0,8.51,6.38,2.13,0,0,0,0,0
"Thank you, Chair. I would like to begin by expressing my respect for the monarchy. Easier positions are conceivable. Fulfilling them requires a great deal of time, energy, and dedication. In the modern monarchy, this is further compounded by the sometimes precarious balance between the institution maintaining an appropriate distance from society and staying in touch with the population. The modern monarchy is increasingly subject to popularity polls. They do not lie. For example, the annual King's Day survey from last April showed that confidence in the King has fallen from 71% in 2014 to 44% in 2024. The view that the Netherlands should become a republic has risen from 15% to 25% during the same period. That is a quarter of the population. While 57% remaining support for the monarchy is still a majority, it is gradually becoming very tight. I quote a few responses to the question: what do you appreciate least about the King? Then it is mentioned: ill-considered actions demonstrating that he has limited contact with societal sentiments, no connection or feeling with what is going on among his people, a lack of involvement and concern for the real problems of the Dutch citizen, and that he receives too much money, far too much money, and on top of that, pays no taxes. In the budget we are discussing today, a salary increase of 7.18% has been included for the King. That amounts to €78,000. Among the population, there is irritation regarding the image of a King who is well-off, while the ordinary man pays at the supermarket checkout every day with tears in his eyes and wonders if he will be able to keep his home warm enough this coming winter. It would be to the King's credit to voluntarily forgo this increase, but just like in previous years, there is silence from the palace. Just as in previous years, we hoped that the King, in recognition and acknowledgment of the criticism among the population, would voluntarily forgo the salary increase as a gesture. Unfortunately, that has not happened again. Therefore, it is up to us, the House, to act. The PVV is taking up the challenge here once again. During last year's budget, we submitted a motion requesting then-Prime Minister Rutte to ask the King to forgo his salary increase of €55,000 at the time. The Prime Minister indicated that he did not wish to implement this adopted motion and disregarded it.",1,408,90.5,69.99,34.55,46.1,17.74,23.04,90.44,67.4,53.43,10.05,4.9,0.74,0.98,0.49,1.96,0.49,5.15,17.65,11.27,2.7,15.69,7.35,3.68,3.92,1.23,12.5,5.15,6.62,6.13,1.23,1.23,3.92,20.34,0.74,6.86,1.47,0.25,1.96,1.47,0.25,1.72,0,4.9,3.19,1.47,1.72,1.23,0.25,0,0.25,0,0,11.76,4.17,1.47,0.74,0.25,0,1.47,7.35,0,0,0,4.17,2.21,1.96,0.25,0,3.92,0,0.49,1.23,2.7,0.25,0.25,0,0,0,0,0,0,0,0,0.25,0.49,0.49,0.25,0.49,0,0,0,0.25,4.66,11.03,0.49,1.72,7.35,0.98,0.25,0.98,6.86,2.45,5.64,0.98,0,0,0,0,0,15.93,5.64,6.62,0.25,0,0.74,2.7,0
"What Ms. Van der Plas says is incorrect. After all, I have been here in the House for eighteen years. Various debates regarding the wolf have taken place, even with this State Secretary. I wanted to make that clear. When the first female crossed the border, it was our party—which is currently under the most fire—that said: start using hormone darts immediately. We also requested this for the animals in the Oostvaardersplassen. That was not allowed. The Habitat Directive. The European Commission blocked it. They were not allowed to be driven away. They were not allowed to be sterilized. That must be said. Because the people in the gallery whom Ms. Van der Plas cites are attacking me, whereas I was the first and only one who said: watch out; we shouldn't want this in our country. That was not out of fear, but purely out of concern, also for the animal. That has faded into the background. Now it looks as if we are saying: now that you have allowed them in, we are not going to shoot them en masse; we are blocking that. But we were the first and only party that said: start hormone darts immediately.",1,202,25.5,60.67,54.98,20.23,11.88,16.83,86.63,73.76,63.37,17.82,9.41,1.98,3.96,0.5,0,1.98,8.42,17.82,7.43,2.48,11.39,10.89,6.44,5.94,2.97,19.31,4.95,4.46,7.92,4.95,0,2.97,26.24,0.5,11.88,0,3.47,2.48,0.5,1.49,5.45,0,1.98,0.99,0.99,0.5,0,0.5,0.5,0,0,0,17.82,8.91,0,1.98,0.5,0,3.47,9.41,0,0,1.49,0,0.5,0,0.5,0,1.98,0.99,0.5,0.5,0,0,0.99,0.99,0,0,0,0,0,0,0,0,0.99,0.5,0,0,0,0,0,0,7.92,10.4,0.5,1.49,7.43,1.49,0,0,4.95,7.43,5.94,0.99,0,0,0,0,0,16.34,9.41,3.47,0,0,0.5,2.97,0
"You have seen that I stood up for our people. I will continue to do so. I have never called anyone, not even those you mention, a Nazi, fascist, or racist. That is of a completely different order. I will never do that either. If I had done that, you would never have accepted it either.",1,56,1,9.23,97.09,20.23,9.33,10.71,98.21,83.93,78.57,28.57,16.07,8.93,1.79,5.36,0,0,12.5,17.86,3.57,0,7.14,19.64,10.71,8.93,7.14,25,3.57,0,3.57,1.79,0,1.79,33.93,5.36,16.07,0,0,1.79,5.36,3.57,10.71,0,3.57,1.79,1.79,0,0,0,0,0,0,0,17.86,5.36,0,0,0,1.79,3.57,12.5,0,0,0,0,3.57,1.79,1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79,0,0,0,0,0,3.57,7.14,5.36,0,0,3.57,1.79,0,0,7.14,8.93,1.79,3.57,0,0,0,0,0,19.64,10.71,8.93,0,0,0,0,0
"Thank you, Chair. As far as our group is concerned, this amendment did not need to be passed, because we are still eagerly awaiting the Spring Budget Memorandum. We do, of course, have a number of questions, but we believe that everything will work out well with the Spring Memorandum. Then everything will be resolved, because it will become clear what the effects of the cuts are, but also what will be invested in and where we are going to improve healthcare. That is good. I am eagerly looking forward to that, as I said. But now that I am standing here, I would still like to put a few questions to the Minister. The Minister is currently working on a guideline for craftsmanship and job satisfaction. In what way and within what timeframe is this guideline expected to contribute to limiting the labor market shortage? After all, it is in everyone's interest that labor market potential is not jeopardized by additional cuts. But how exactly is this guideline going to work, I ask the Minister. As far as the PVV group is concerned, there should also be a strong emphasis on tackling healthcare fraud. It is expected that approximately 10 billion euros in healthcare funds have been defrauded. In fact, that is actually just the tip of the iceberg. It is money that simply exists, but is in the wrong, or rather, the wrong places. The Minister will soon introduce the Act on the Integrity of Business Operations for Healthcare and Youth Care Providers to tackle fraud. But will this concretely ensure that fraudulent money ends up in the right place? Will enforcement, for example, be stricter? What successes have been achieved so far in detecting healthcare fraud, I ask the Minister. If there have been successes in recovering healthcare funds that have been defrauded, does that money return to the VWS budget — as I see no trace of it in the budget — or does it simply go to general funds? If that is the case, what will the Minister do to ensure that healthcare funds benefit healthcare and continue to do so? Finally, Chair. We can look forward to 600 million in investments in elderly care starting in 2027. Can the Minister already please our parliamentary group with the announcement that this money will be used for the rollout of small-scale residential centers for the elderly, in other words, for nursing homes 2.0? That’s all.",1,407,47.32,38.63,50.45,62.77,16.28,23.83,89.68,69.29,59.21,12.29,3.69,1.72,1.72,0.25,0,0,8.6,14.5,7.37,1.47,14.25,13.02,5.9,7.13,0.74,19.16,3.93,2.46,5.9,1.72,1.47,2.7,23.59,1.47,9.83,1.47,1.23,1.23,2.21,1.47,3.19,0,5.16,3.69,0.98,0.98,0.49,0,0,0,0,0,7.62,4.18,1.23,0.49,0,1.47,1.23,3.44,0,0,0,0,0.25,0.25,0,0,6.63,0,0.49,2.21,4.67,0,0.74,0.74,0.25,0,0,0,0,0,0,0.25,0,0,0.25,0.25,0,1.23,0,0,5.9,10.57,0.98,1.47,8.11,0.74,0,0,3.44,2.46,6.14,4.18,0,0,0,0,0,13.27,4.91,6.14,1.47,0,0.49,0.25,0
"Chairperson. On behalf of the PVV as well, thanks to the Minister for the debate. The PVV advocates for a substantial increase in fines for employing illegal workers. Although an investigation into the level of the fines is currently underway, this investigation will not be completed until after the consideration of the SZW budget. Therefore, I advocate that the indexation of the fines take place as soon as possible, regardless of the outcome of the investigation. This relates to the amount of new fines and not to that of previously issued fines. The motion reads as follows: The House, having heard the deliberations, noting that the fines for companies that illegally employ workers from abroad are currently insufficient, as indicated by the Netherlands Labour Inspectorate; noting that in 90% of cases the fines can be recouped within a year, and that in 7 of the 24 situations examined this even occurs within three months or less; considering that the current fines are insufficiently deterrent and therefore do not constitute an effective means of combating illegal labour; whereas the maximum fine was set at €8,000 in 2005; requests the Government to ensure that the said fines are indexed retroactively as soon as possible, and to inform the House of the timetable for this, at the latest prior to the consideration of the SZW budget for 2025, and proceeds to the order of the day.",1,233,98.77,22.1,58.56,25.79,33.29,24.03,90.56,66.95,54.94,5.58,0.43,0.43,0,0,0,0,5.15,21.03,15.02,3,20.6,4.72,3.43,7.3,1.29,9.01,5.58,3.86,5.58,0,0.43,5.15,21.03,0,10.73,5.15,0.43,0.43,1.29,0,3,0,3.86,2.15,1.72,0,0,0,0,0,0,0,3.86,2.58,0.43,0.86,0,0,1.72,1.29,0,0,0,0,0.86,0.86,0,0,10.73,0,0.86,5.15,4.72,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0.86,0.43,0,0,0,0.43,2.15,6.01,1.29,0.43,3.86,0,0.43,0,6.87,2.58,4.72,1.29,0,0,0,0,0,10.73,3,5.15,0,0,0,2.58,0
