text,Segment,WC,Analytic,Clout,Authentic,Tone,WPS,BigWords,Dic,Linguistic,function,pronoun,ppron,i,we,you,shehe,they,ipron,det,article,number,prep,auxverb,adverb,conj,negate,verb,adj,quantity,Drives,affiliation,achieve,power,Cognition,allnone,cogproc,insight,cause,discrep,tentat,certitude,differ,memory,Affect,tone_pos,tone_neg,emotion,emo_pos,emo_neg,emo_anx,emo_anger,emo_sad,swear,Social,socbehav,prosocial,polite,conflict,moral,comm,socrefs,family,friend,female,male,Culture,politic,ethnicity,tech,Lifestyle,leisure,home,work,money,relig,Physical,health,illness,wellness,mental,substances,sexual,food,death,need,want,acquire,lack,fulfill,fatigue,reward,risk,curiosity,allure,Perception,attention,motion,space,visual,auditory,feeling,time,focuspast,focuspresent,focusfuture,Conversation,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,QMark,Exclam,Apostro,OtherP,Emoji
"I just indicated to Mr Soepboer that I fully understand the House's wish to be more physically present in schools. Next, I look at the statutory duties the Inspectorate currently has: administrative supervision, system supervision, and supervision of schools. The moment you want to increase one of those duties, you have to consider how that relates to the other statutory duties. I see it as my task to enter into dialogue with the Inspectorate about this and to ensure that we do what is necessary to achieve that.",1,88,71.44,46.79,34.4,36.46,22,25,92.05,72.73,59.09,18.18,9.09,5.68,1.14,2.27,0,0,9.09,18.18,6.82,1.14,18.18,5.68,6.82,3.41,0,14.77,5.68,3.41,9.09,1.14,1.14,6.82,15.91,0,10.23,4.55,1.14,2.27,0,1.14,1.14,0,1.14,1.14,0,0,0,0,0,0,0,0,5.68,2.27,0,1.14,0,0,1.14,4.55,0,0,0,1.14,2.27,2.27,0,0,10.23,0,0,10.23,0,0,1.14,1.14,0,0,0,0,0,0,0,3.41,2.27,0,0,1.14,0,0,0,0,2.27,11.36,6.82,1.14,2.27,2.27,0,0,3.41,0,3.41,3.41,0,0,0,0,0,11.36,4.55,4.55,0,0,1.14,1.14,0
"Let me add a very brief point, as Ms. Heite raised a few additional points. In any case, I can state how we, as Defence, are working on this, apart from this law. The first point was the translation into SMART objectives. For us, important guidelines for strengthening the armed forces at this moment are the requirements set by NATO and the shortcomings we have regarding what NATO asks of us. We have a greater focus on the defence of our alliance treaty territory. In that sense, what NATO asks is guiding. But it is not only that, for we also have tasks to fulfill beyond what NATO asks of us. During the budget debate, I discussed with Mr. Nordkamp, among other things, our obligations in the Caribbean, which are of course also of great importance. In addition, there are many other matters for which we do indeed set specific goals. A major problem for the armed forces, for example, is ensuring that we have filled all vacancies. We all have objectives regarding recruitment, the number of people we wish to attract through the service year, or reservists. I think we are trying to translate the major challenge before us—namely, keeping our country safe—into a great many specific objectives. That being said, we shouldn't make it too mathematical. After all, we have an ever-changing threat environment to which we must relate. You don't want to create a kind of paper reality that makes you appear very safe, but in which countries like Russia, Iran, and China operate in practice, while you are actually dealing more with the paper reality than with the actual threat landscape. Given all the objectives NATO asks of us and the targets we set, I think we are currently striking a good balance in this. Infrastructure is indeed a problem. We, as Defence, contribute to specific infrastructure because it is truly geared towards Defence. On the other hand: even with 2%, or if you were to spend even more than 2%, we do not have sufficient budget to adapt all bridges, all railway tracks, all roads, and that sort of thing in such a way that heavy equipment can travel over them in large numbers. That is part of the broader resilience approach, for which we, as the Cabinet, gave the go-ahead last week. In doing so, we will also look at these kinds of matters, and at how we can make infrastructure investments in such a way that they are also suitable for the large movements of equipment that we may face in the future as a transit country. Finally, I fully agreed that we must ensure that we, as European countries, are less dependent on third countries, and that we, as European countries, must be capable of producing more weapons and military equipment ourselves. Last week, we discussed at length that we have various European programs for this and that we are also doing a great deal about it at the national level. It should be clear that this is a very high priority.",1,512,55.76,90.43,25.27,53.53,21.33,20.51,88.09,72.85,59.18,16.6,9.18,1.17,6.84,0.78,0,0.39,7.42,16.41,7.23,0.78,15.23,8.4,5.08,6.25,0.78,14.26,8.4,5.86,10.35,7.03,1.56,1.76,21.87,1.37,11.72,1.56,1.37,2.34,1.37,1.76,4.1,0,2.93,2.54,0.39,0.2,0.2,0,0,0,0,0,12.3,3.71,0.59,0.78,0.39,0,1.56,8.79,0,0,0.2,0.2,2.93,2.34,0.59,0,2.93,0,0,2.34,0.78,0,0.39,0,0,0,0,0,0,0,0,0.59,0.39,0,0.59,0.78,0,0.2,0.78,0.2,4.69,8.59,0.78,0.59,6.64,0.39,0,0.39,2.73,1.37,5.47,0.78,0,0,0,0,0,15.04,5.08,8.59,0,0,0.39,0.98,0
"A valid question from Mr. Grinwis. The reason I just listed that set of preconditions in such detail is because I consider them important preconditions within which you, as a company or as an industry, must have the opportunity to become more sustainable, whether it concerns a place on the power grid or the possibility of CCS to store your CO2. These are all factors that enable you as a company or as an industrial sector to do what we have agreed upon together. That is how I view what we can arrange and how we can better put those preconditions in order. Let me put it this way: do we then also meet what we agreed upon when we introduced that CO2 levy together? Ms. Postma asked: how do you deal with ""you want to, but you can't""? We have already exchanged views on the hardship clause many times. There are variations on this, such as the carry-back or trading in exemption rights, and the trading platform, as mechanisms and possibilities to create some breathing room in the case of ""you want to, but you can't"". The CO2 levy is not intended to raise money, but truly as an incentive to become more sustainable. Where we are now seeing the revenue, partly through the development of price trajectories, the agreement is that the money returns to the Climate Fund so that it can be used again to make the industry more sustainable.",1,243,49.05,75.13,32.63,44.95,24.3,18.93,88.48,70.78,61.32,15.64,8.64,1.65,3.29,3.29,0,0.41,7,16.87,9.05,1.23,13.99,7.82,5.76,9.47,1.23,14.81,3.29,3.7,7.41,4.12,1.65,1.65,22.63,0.41,16.46,2.47,3.7,3.7,3.29,1.23,5.35,0,1.65,1.65,0,0,0,0,0,0,0,0,10.7,2.88,0,0.82,0,0,0.82,7.82,0,0,0.41,0.41,0.41,0,0,0.41,6.58,0,0.41,3.7,3.29,0,0.41,0,0,0,0,0,0,0,0,0,0.82,0,0,0,0,0.82,0,0.41,4.12,8.23,0,1.65,5.76,1.23,0,0,2.47,2.06,5.35,0,0,0,0,0,0,13.17,4.12,4.53,0.82,0,0.82,2.88,0
"The motion regarding document no. 92 is by Ms. Dobbe and concerns a supplementary sanctions package and its broadening. We are currently working on the fifteenth sanctions package. I strongly advocated for this yesterday in the Foreign Affairs Council in Brussels. I agree with Ms. Dobbe that a robust package is needed. We are working hard on this. The Netherlands has a significant input in this regard. In any case, I am trying to ensure that at least part of that fifteenth sanctions package can be finalized before Christmas. I am pleased to submit the House's judgment on this motion. I am pleased to submit the House's judgment on the motion regarding document no. 93 by Mr. Van der Burg concerning a structural cooperation platform, with the following explanation. We are already bringing enforcement officers and the business community together. A sanctions conference will be held in January. You will receive a letter regarding this. In that regard, I view this motion as an encouragement. I do not intend to establish new institutions. I do, however, intend to bring people together, including the business community. We would also like to involve them in the shaping of the new sanctions law. Therefore, the motion regarding document no. 93 receives the House's judgment. The motion regarding document no. 94 by Mr. Van der Burg and others concerns the involvement of intelligence services. Cooperation with the intelligence services in this regard has recently been intensified. There are areas of overlap. Within existing frameworks, I wish to utilize these to the fullest extent regarding their work, for example concerning compliance or measures to prevent circumvention. Naturally, the services have their own working methods and reporting channels. We will maintain those lines, but I view the involvement of these intelligence services with optimism. Therefore: House's judgment. Mr. Chairman. Then there were a few questions. Mr. Paternotte asked about the approach to the Russian shadow fleet. We are making a strong effort to combat it, both through national enforcement and additional European measures. I also spoke about this again yesterday in the Foreign Affairs Council in Brussels, literally regarding the shadow fleet. We are in close contact with international partners, such as the US, the UK, and Ukraine, to strengthen European sanctions as effectively as possible in general. I would like to see additional measures this year. Very positive. All possibilities are also being utilized to tackle the shadow fleet, such as diplomatic outreach to the flag states. Mr Boswijk also asked about the shadow fleet and the listing of more ships. So we are working hard on that. He also spoke about lowering the oil price ceiling. That is determined within the G7 framework. That is again a subject we would like to discuss further with G7 countries. Incidentally, I will return to the shadow fleet later. Recently, as you may have seen, a meeting at a high official level took place in Estonia with a dozen member states of the European Union, in order to take this further.",1,504,85.2,57.8,23.22,75.77,11.45,31.15,84.52,61.31,50.2,10.12,5.56,2.58,1.79,0.4,0.2,0.6,4.56,16.87,9.33,1.79,15.08,6.94,4.17,4.96,0.99,12.1,5.75,2.78,8.93,3.57,1.59,3.77,16.27,0.99,6.55,0.99,1.19,1.79,1.19,0.4,1.19,0,3.97,3.77,0.2,1.39,1.39,0,0,0,0,0,10.91,6.15,0.79,3.57,0,0,1.19,5.56,0,0,0.4,1.19,3.57,2.98,0.6,0,4.37,0,0,3.97,0.6,0.2,0,0,0,0,0,0,0,0,0,0.2,0.2,0.79,0,0.2,0,0,0.2,0,3.17,10.32,0.2,2.18,5.95,1.79,0,0.4,3.17,2.58,3.77,1.19,0.2,0,0.2,0,0,15.28,9.92,4.37,0,0,0.79,0.2,0
"Now I turn to the motions, Chair. The first motion, on document no. 4034, is from Mr. Dassen. It bears a strong resemblance to the fourth motion, the motion on document no. 4037 from Ms. Van der Werf and Mr. Paternotte. I advise against the first, and I leave the House's judgment on the fourth. This has to do with the wording. Ms. Van der Werf's motion refers to ""an intergovernmental organization."" That is indeed discussed. There are also various elements regarding how to specifically structure that. Mr. Dassen's motion works very specifically towards a European defence mechanism and playing a leading role in its specific setup, as articulated in the Bruegel report. It is not the case that we necessarily want to adopt all those elements from that report verbatim. We therefore wish to retain some room and flexibility to be able to discuss this further with the other European countries. The Minister of Finance is doing this in particular. That is why we feel comfortable with the motion regarding document no. 4037 and express that judgment to the House, but not with the motion regarding document no. 4034, which we must therefore advise against.",1,196,79.67,28.8,48.09,42.96,11.53,24.49,83.16,63.78,55.1,10.71,3.57,1.53,2.04,0,0,0,7.14,20.92,9.69,4.08,14.29,5.61,6.12,4.08,3.06,10.2,6.63,3.57,4.59,2.04,1.53,1.53,18.37,2.55,11.22,4.08,1.02,1.53,0,1.02,4.59,0,1.53,1.53,0,0.51,0.51,0,0,0,0,0,9.69,7.14,1.02,4.08,0,0,2.04,5.1,0,0,1.02,1.53,1.53,0,1.02,0.51,4.08,0.51,1.02,2.04,0.51,0,0,0,0,0,0,0,0,0,0,1.53,1.02,0,0,0,0,0,0,0,3.57,9.18,0,5.1,3.57,0,0,0.51,0.51,0.51,5.1,1.53,0,0,0,0,0,17.86,11.22,4.08,0,0,1.53,1.02,0
"That is correct; in my opinion, we must also express appreciation for the people who work for the State. They are motivated individuals who truly do their best to make the Netherlands a little better every day. That is why I also said that it should not become a cold-hearted restructuring in which we go through the ministries with a blunt axe every other day. There must be an underlying vision for how that government can become smaller, but also stronger, in the future. I have made a number of suggestions in that regard. But I agree with Mr. Flach: if we collectively submit more than 5,000 motions in a year, then it indeed requires a certain self-discipline to prevent having to hire more and more policy officials to implement all those motions. So it lies in that area, but in my view, it also lies in the extent to which we, as the House, will co-govern on details. We have had a tendency to do that in recent years, so my party group will certainly take that into account in how we approach debates. Let us try to keep each other sharp on that, and the colleagues as well, is what I would like to say to Mr. Flach.",1,210,48.23,57.11,56.69,78.85,23.33,15.71,92.38,74.76,61.9,16.67,8.57,3.33,3.33,0,0,0.95,8.1,18.1,7.62,0.48,15.24,8.1,7.14,7.62,0.48,13.81,6.19,6.19,8.57,4.76,2.38,1.43,23.81,1.43,15.71,2.86,2.86,3.81,0.48,2.38,4.76,0,3.81,3.81,0,1.43,1.43,0,0,0,0,0,12.86,5.71,0.48,1.43,0,0,1.9,8.1,0,0,0,0.95,0.48,0.48,0,0,3.33,0.48,0.48,2.38,0.48,0,0,0,0,0,0,0,0,0,0,1.9,0,0.48,0,0,0,0,0.48,0,6.67,9.05,0,1.9,6.67,0.95,0,0,3.33,1.43,2.38,1.43,0.48,0,0.48,0,0,13.33,5.24,5.71,0,0,0,2.38,0
"That discussion has indeed not been concluded. Mr. Dassen puts it very well. There were a number of countries, including the United Kingdom and France, that have previously expressed their views on this publicly. They said that they were willing to consider it or develop initiatives for it. The Netherlands has always stated—and this has also been shared in previous parliamentary debates—that we want to participate in those discussions on the matter and that, in principle, we want to contribute constructively to the discussion, but that has indeed not yet led to a training program in Ukraine, carried out by various European countries. This is also because it is not one of Ukraine's major priorities. If you ask them if they want us to train in Ukraine, they naturally say yes, but when the Ukrainians call for support, this is not typically in the top five of things they consider important. You can actually see now that the entire discussion on security guarantees, which has gained momentum since last week—how are we going to shape these, with or without a European presence in Ukraine?—is cutting across the discussion on training. We will have to see how this develops further in the coming period. I think that the priorities and attention are now more focused on shaping those robust security guarantees. Part of that could potentially involve training taking place in Ukraine, but that will need to be brought together. I think that answers the questions regarding Ukraine. Mr. Eerdmans also had a question about the robust security guarantees, but the Prime Minister has previously stated that it is still too early to say anything concrete about that. It still needs to be further elaborated and considered what the role of Ukraine, European countries, the United States, and any third countries participating in such a case will be. It is too early to say anything concrete about that at this moment. Then there was a question from Ms. Yeşilgöz. I have now reached the section on NATO and our own armed forces. Ms. Yeşilgöz asked what is needed in the coming years to keep us safe, including within NATO. For NATO, the starting point is always: what threats are coming our way? They then translate that into the associated risks and what needs to be done to reduce those security risks. Military capabilities are required for this. Over the past few months, we have entered into discussions with NATO regarding the total capabilities NATO needs to defend our alliance and the contribution the Netherlands must make to this. We have now made further progress in the discussion on this matter, in that dialogue. We are currently translating this into what it means financially for us if we were to give substance to it. I previously promised the House that we would communicate this to the House during the first quarter—which is therefore already in the short term. We can then indicate somewhat more concretely what order of magnitude is required if we wish to make our contribution. However, there is, of course, a longer timeframe to give further substance to this.",1,525,47.65,72.87,60.73,30.62,19.44,25.14,91.81,73.71,59.05,16.19,6.1,0.76,3.43,0.38,0,1.52,10.1,15.43,6.67,0.57,14.48,8.95,7.05,5.52,0.76,16.95,5.9,3.81,7.05,4.19,0.95,1.9,27.24,0.57,14.29,3.24,1.52,2.86,3.05,2.1,3.62,0,1.14,0.95,0.19,0,0,0,0,0,0,0,13.52,7.43,0.95,1.14,0.19,0,4.19,7.05,0,0,0.38,0.57,3.05,2.48,0.57,0,1.52,0,0.38,0.95,0.19,0,0,0,0,0,0,0,0,0,0,1.9,0.76,0.38,0,0,0,0.19,1.52,0,4.76,9.14,0.57,1.71,7.05,0.57,0,0,6.1,5.33,6.86,1.71,0.19,0,0.19,0,0,10.86,5.71,4.38,0.38,0,0.19,0.19,0
"Opinions may be divided on this, but yesterday morning at 9:15 a.m. I gave my statement. That was, once again, a statement regarding support for the mayor, and also for the mayor of Amsterdam. Once again, I have also been clear about the right to demonstrate. I really try in various ways to avoid responding to every individual message, because that brings with it a dynamic of its own. I constantly weigh that up. That is why I choose my words with extraordinary care when expressing support. I primarily express support. Incidentally, that is also how I did it last night in an otherwise exceptionally enjoyable debate in the Senate regarding the General Political Debates, in response to questions from the parliamentary group leader of the Labour Party (GroenLinks).",1,131,60.72,9.93,87.38,92.76,14.56,26.72,91.6,69.47,57.25,13.74,6.87,6.87,0,0,0,0,6.87,17.56,8.4,3.05,15.27,6.11,10.69,6.11,0,12.21,4.58,4.58,5.34,0,1.53,3.82,25.19,0.76,12.21,3.05,3.82,0.76,1.53,0.76,3.05,0,5.34,5.34,0,0.76,0.76,0,0,0,0,0,14.5,10.69,3.05,1.53,0,0,4.58,3.05,0,0,0,0,5.34,5.34,0,0,1.53,0,0,0.76,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0,3.82,4.58,0,0.76,3.82,0,0,0,7.63,3.82,2.29,0.76,0,0,0,0,0,16.03,7.63,6.11,0,0,0,2.29,0
"Chair, thank you. I just noticed that I am seeing the Minister more often and for longer this week than my own husband, I believe. But perhaps he is watching from home. Chair. Today we are discussing the Act on the Implementation of the EU Directive on Adequate Minimum Wages. We are positive about the implementation of the quantitative criteria and the indicative reference values, whereby these will also become part of the four-yearly evaluation of the minimum wage. However, we do have a number of questions for the Minister. First of all, we ask the Minister how these criteria and reference values relate to the broad consideration made every four years during the evaluation of the minimum wage. Can the Minister provide an outline of what current evaluation practice looks like at this moment? Then there is the indicative reference value stating that the net disposable income of a full-time minimum wage earner amounts to, on average, 128% of the necessary costs of living. In this system, disposable income includes not only income from employment, but also central government schemes and municipal schemes, such as allowances; we have already heard a lot about that this evening. While we understand that this system accurately reflects the practical situation, we do ask the Minister how desirable he considers it to classify schemes such as allowances under disposable income. Can he further explain why this specific system has been chosen? Mr. Chairman. Then, regarding the indicative reference value that the gross statutory minimum wage amounts to 50% of the median wage. We support the use of this reference value, as it accurately reflects how the minimum wage relates to wages higher up in the wage distribution in the Netherlands. We understand that 50% was chosen, particularly in light of the most recently known figure, the 49.14% calculated by the OECD for the Netherlands. Here, too, we wish to emphasize that determining the level of this reference value is a national competence. However, we ask the Minister whether he can outline the considerations made in choosing that 50% as an indicative reference value. Why was another value not chosen, for example 60%, which we have discussed frequently here this evening? Mr. Chairman. Now, regarding the youth minimum wage. As my party group pointed out during the General Political Debates, the economic security of young people is also of great importance. Besides Ireland, we are the only EU country with a general youth minimum wage. The Minister is currently conducting an exploration regarding the desired level of the youth minimum wage. We await the results of this exploration with interest. The New Social Contract considers it of great importance that young people do not fall below the social minimum. Can the Minister indicate how he intends to prevent this? Chair. Finally, regarding the collective labour agreement coverage ratio. This has been fixed at 71.8% for 22%. Because this is below 80%, an action plan must be drawn up in accordance with the directive. We would like to hear from the Minister what the intended process is for drawing up this action plan. In particular, we would also like to hear how the Minister intends to inform the House about the drafting of the action plan during the process. That concludes my remarks. Thank you.",1,550,86.82,67.73,43.89,41.71,15.28,29.27,88.73,68,52,11.27,5.27,1.09,2.91,0.36,0.91,0,6,18.73,11.45,2.18,14.18,5.64,5.82,4.18,0.55,10.91,7.27,7.82,7.27,3.45,0.73,3.09,23.27,0.73,13.82,5.64,2.73,2.18,0.55,0.36,2.55,0,2.18,1.64,0.18,0.73,0.36,0,0,0,0,0,11.45,5.64,0.55,1.45,0,0.18,2.55,5.64,0.18,0,0,1.45,0.73,0.73,0,0,6.73,0.18,0.36,3.64,3.64,0,0.18,0,0,0,0,0,0,0,0,0.18,0.55,0,0,0.18,0,0,0.36,0.36,3.45,9.27,1.64,1.09,5.09,1.27,0.55,0,4.91,2,4.73,0.91,0,0,0,0,0,14.18,6.55,4.73,0.73,0,0,2.18,0
"That is a view of humanity that has undoubtedly taken shape over 67 years. But it is not merely a personal choice. It is also a choice made by the Cabinet: what do we want to stand for together? That, I think, is also what the voter is asking for. The voter is not so much asking about my view of humanity, but about what this Cabinet stands for. The Cabinet stands for: solving real problems—problems that we experience today as major problems—focusing on them, putting energy into them, and getting to work on them. In this regard, I would like to say the following to Mr. Stassen. I have worked in public service for 40 years. If you work in public service for 40 years and put your heart and soul into it, you do so because you want to make a difference for people. Otherwise, you would not work for the government for so long in the type of positions I have held.",1,167,58.36,71.24,48.87,37.45,16.7,14.97,95.21,73.65,58.08,16.17,8.98,2.99,1.2,2.99,0,1.8,7.19,11.38,6.59,1.8,17.96,7.78,4.79,7.78,1.8,16.77,4.79,2.99,5.99,1.8,2.99,1.2,25.15,0,16.77,2.4,1.8,2.99,2.4,1.8,4.79,0,1.2,1.2,0,1.2,1.2,0,0,0,0,0,13.17,2.99,0,1.2,0,0,1.8,10.78,0,0,0,0.6,1.8,1.8,0,0,4.19,0,0,3.59,0,0.6,0.6,0,0,0,0,0,0,0,0,0,1.2,1.2,0,0,0,0,0,0,7.78,10.18,0.6,1.2,7.19,1.2,0,0,2.4,2.4,4.79,0,0,0,0,0,0,12.57,5.99,4.79,0.6,0,0,1.2,0
"Over the past few minutes, Ms. Yeşilgöz has been giving me and other colleagues feedback in her own unique way. That is permissible, but I do not think it strengthens the debate. I am trying to lay out here, in all calmness, how this Cabinet can strongly stand up for a safe Netherlands and a safe Europe. And I note, in all calmness, that the Cabinet is not taking a position in the negotiations in advance. It is very simple: whoever does not take a position is at the mercy of the waves.",1,93,69.92,4.4,98.45,99,18.6,18.28,92.47,77.42,61.29,11.83,6.45,4.3,0,0,1.08,0,5.38,19.35,10.75,0,12.9,10.75,3.23,4.3,3.23,17.2,10.75,4.3,7.53,1.08,1.08,5.38,25.81,2.15,12.9,3.23,2.15,2.15,0,0,6.45,0,7.53,7.53,0,2.15,2.15,0,0,0,0,0,9.68,6.45,1.08,1.08,0,0,3.23,4.3,0,0,2.15,0,0,0,0,0,4.3,0,0,3.23,0,1.08,0,0,0,0,0,0,0,0,0,0,0,2.15,0,0,0,0,2.15,0,6.45,16.13,0,2.15,15.05,0,0,0,2.15,2.15,8.6,0,0,0,0,0,0,13.98,6.45,6.45,0,0,0,1.08,0
"Responsibility comes in many forms here. I believe the challenge now, for all of us but certainly also for us as those responsible for the system, is to articulate more clearly within the current system as we know it who exactly holds which responsibility. Where possible, and where responsibility is currently distributed—which I tried to phrase in my introduction as ""a responsibility that differs, where the various organizations also assume that the other will take the responsibility""—I think we can refine this in the short term. In this way, we ensure that we are very clear with the sector: just for the record, the child protection organization has control over, and therefore responsibility for, the child protection measures. Even if that responsibility lies partly with others, it remains a unique, individual responsibility of the child protector. That is an example of where we can clarify exactly where which responsibility lies, to prevent the fragmentation inherent in the system from leading to diffuse responsibility. The pain lies in the diffuse nature. Another aspect is, of course, the long term: the reallocation of responsibilities. But that is part of the future scenario.",1,192,75.9,43.12,87.57,20.23,21.33,24.48,90.63,70.31,59.9,14.58,6.25,2.08,3.65,0,0,0,8.33,19.27,11.46,0,15.1,5.21,8.85,5.21,0,9.9,5.73,5.21,5.73,3.65,1.56,1.04,30.73,0.52,22.4,3.13,6.77,1.04,2.08,3.13,6.77,0,1.04,0.52,0.52,0.52,0,0.52,0,0,0,0,8.33,2.08,0,0,0,0,0.52,5.73,0,0,0,0,0,0,0,0,7.81,0,0,7.81,0,0,0.52,0.52,0.52,0,0,0,0,0,0,0,0,0.52,0,0,0,0,2.6,0,3.65,10.42,0.52,0.52,9.38,0,0,0.52,3.65,0.52,7.81,1.04,0,0,0,0,0,13.54,4.69,6.77,0,0,0,2.08,0
"I strongly object to that. I do not consider it correct that Ms. Maatoug links the discussion regarding whether or not one is better off to one specific measure every time. Ms. Maatoug should also be honest and state that we are explicitly alleviating the burden on workers by introducing an extra tax bracket and by taking numerous measures; with this, we are also trying—and hopefully colleague Keijzer will address this shortly—to finally reduce that marginal tax rate. I have honestly admitted that this is not succeeding for the child budget. But regarding the housing allowance, we are actually taking a step that will make working, and working more hours, more rewarding. We are not finished with that task. With regard to limiting the marginal tax rate and the question of whether one is actually better off if one starts working while receiving benefits or if one works more hours, I truly see a major challenge regarding the reform of income support and the design of the benefits and tax systems. I also sincerely hope that we will have a serious discussion with this House.",1,187,35.7,28.31,14.54,98.35,23.38,27.27,91.44,71.66,56.15,12.3,5.35,2.67,2.67,0,0,0,6.95,17.65,6.95,2.14,9.09,8.02,5.35,9.63,2.14,14.97,7.49,9.09,10.7,3.21,5.88,1.6,24.6,0.53,14.44,1.6,0.53,2.14,4.81,3.21,5.35,0,6.95,6.95,0,1.07,1.07,0,0,0,0,0,11.23,6.95,0.53,3.74,0,0.53,1.6,5.35,0,0,1.07,0,0.53,0.53,0,0,9.09,0,1.07,4.81,3.74,0,0,0,0,0,0,0,0,0,0,0,1.07,1.6,0,0.53,0,2.14,0,0,5.35,1.07,0,0.53,0,0.53,0,0,4.28,0,4.81,2.67,0,0,0,0,0,8.56,5.35,2.67,0,0,0,0.53,0
"Chair. With the exception of a single remark regarding the proposed amendment by Member Deen, I will limit myself to the motions. In view of the debate in the first round, I would, however, like to offer a few perspectives from the point of view of legislative quality. This therefore concerns the amendment by Member Deen. First of all, I note that it is not preferable to use budget laws to implement changes to other laws. The Council of State has also noted this in various matters. In this specific example, the added complexity arises that the law proposed to be suspended requires a qualified majority for one person for one year under the Constitution. This raises questions regarding the effect of the amendment and the consequences of the amendment for the handling of votes. The House of Representatives and the Senate themselves bear a responsibility regarding the admissibility of such an amendment in voting procedures. That goes without saying. I cannot fully assess the situation at this moment, but there is indeed a constitutional lower limit. An amendment that actually has consequences for the level of the allowance of one of the members entitled to the allowance shall not take effect unless the bill of which the amendment will form part is adopted by a majority of at least two-thirds in both Houses, as prescribed by the Constitution. Mr. Chairman. I will now turn to the motions. I advise against the motion on document No. 6 concerning a proposal for the implementation of a ceremonial monarchy. The letter does not concern a ceremonial monarchy. I believe Mr. Aartsen also made a remark about that. The motion on document No. 7 requests a substantial improvement in public accountability. I advise against this motion, because in an earlier opinion issued in 2023, the Council of State, after much consultation and discussion, concluded that there is no longer any room within the constitutional framework. The motion on document No. 6 concerns the structural financing of the CTIVD. I request that this motion be postponed until I have been able to hold discussions with the Ministers of Justice and Security, the Interior, and Finance.",1,361,98.08,9.08,61.07,27.57,15.04,26.87,86.98,63.71,55.96,7.76,3.32,3.05,0,0,0,0.28,4.43,23.55,14.68,2.77,18.01,4.71,3.32,3.88,2.22,8.31,4.43,5.82,6.09,0.83,0.83,4.43,17.73,1.39,11.08,3.05,2.49,0.83,0.55,0.83,4.16,0,0.55,0.55,0,0,0,0,0,0,0,0,8.59,6.09,0.55,1.94,0,0.28,2.49,2.22,0,0,0,0.55,2.77,2.77,0,0,3.6,0,0.55,1.66,1.39,0,0.28,0.28,0,0,0,0,0,0,0,0.28,0,0.28,0,0.28,0,0,0.83,0,3.05,8.59,0,2.77,5.26,0.55,0,0,2.22,1.66,3.05,2.22,0,0,0,0,0,11.36,7.2,3.88,0,0,0,0.28,0
